"annotation_id","annotator","created_at","disciplina","id","intent_choice","lead_time","question","question_id","split","true_answer","updated_at"
126,"1","2025-09-17T17:18:32.954451Z","Ciências da Natureza",127,"Procedimental",1.931,"TEXTO DE REFERÊNCIA: Uma fábrica de placas de isopor estuda os efeitos da propagação de calor no interior de seus produtos, uma vez que são implementados como isolantes térmicos.

Os isopores são manufaturados como cubos de lado igual a 40 cm. Para a determinação da sua condutividade térmica, foi realizado um teste colocando um dos lados do isopor a uma diferença de temperatura igual a 80 °C, com fluxo de calor igual a 1 W. Considere que não há perda de calor para o ambiente.

Ao fim do teste, o valor encontrado para a condutividade térmica do isopor, em W·m⁻¹·°C⁻¹, é mais próximo de","b439d1122a7fd9f6f228d647ff1d66d9a02ef9e15bf314d054951638e98bdc6e92c48183b42bec7c923c47dafd5456d8ab06678dd4f378bb068d6464445d66c6","train","3,0 × 10⁻²","2025-09-17T17:18:32.954466Z"
127,"1","2025-09-17T17:18:35.520596Z","Matemática",128,"Procedimental",1.526,"TEXTO DE REFERÊNCIA: Uma loja de produtos eletrônicos vende suas mercadorias aceitando pagamento parcelado, de modo que o cliente dá uma entrada de 20% no ato da compra e o valor restante é dividido em duas prestações iguais, pagas, respectivamente, em 30 e 60 dias após a aquisição da mercadoria. Nessa loja, cada parcela incorpora juros de 10% ao mês, contados desde a compra até o momento do pagamento.

Em relação ao valor máximo que o cliente pretende gastar (R$ 3 500,00), o valor total a ser pago pela televisão de preço à vista R$ 3 000,00 é cerca de:","3b02c3e69775784844fb5b5fdfd32f058f5265bb9d821521408b4c261d400728c6170967e80c9cb89f14e87ae119a3482d2761598ffd55d211ddcf4fd12d530b","test","R$ 134,20 menor","2025-09-17T17:18:35.520608Z"
128,"1","2025-09-17T17:18:42.802444Z","Linguagens e Códigos",129,"Análise de Exemplo",4.855,"TEXTO DE REFERÊNCIA: Oração ao tempo

És um senhor tão bonito quanto a cara do meu filho…
Tempo, tempo, tempo, tempo, vou te fazer um pedido…
Tempo, tempo, tempo, tempo…

Compositor de destinos, tambor de todos os ritmos…
Tempo, tempo, tempo, tempo, entro num acordo contigo…
Tempo, tempo, tempo, tempo…

Por seres tão inventivo e pareceres contínuo,
Tempo, tempo, tempo, tempo, és um dos deuses mais lindos…
Tempo, tempo, tempo, tempo…

VELOSO, Caetano. Oração ao tempo. Cinema transcendental. Rio de Janeiro: Universal, 1979. Fragmento.

Na canção, a evocação ao tempo fica evidente principalmente por conta do(a) ______.","7784f56b28a7d93db63d14b0fd69d1b2fc7921404dd4b1fdc011bc3720851d98c96dd92b74e3c56502fc8d675a29992270f499ffb420cf0c72747e36598af82b","test","utilização de vocativos","2025-09-17T17:18:42.802456Z"
129,"1","2025-09-17T17:18:48.815756Z","Ciências Humanas",130,"Análise de Exemplo",4.988,"TEXTO DE REFERÊNCIA: Sul-Americanas (Unasul) para integrar o Fórum para o Progresso da América do Sul (Prosul). A decisão foi comunicada oficialmente pelo Ministério das Relações Exteriores ao governo do Equador, país depositário do tratado da Unasul. As nações que lançaram o Prosul entenderam que a Unasul, da forma como funcionou desde sua criação em 2008, perdeu efeitos práticos, mantendo custos, e passou a disputar decisões sobre temas que já são tratados em outras instâncias, como o Mercosul. O Prosul não deve ter um tratado e não será um organismo, como a Unasul.

Disponível em: https://agenciabrasil.ebc.com.br. Acesso em: 19 out. 2020. (adaptado)

Segundo o texto, a saída do Brasil do tratado mencionado é justificada por:","c9f6d0e96d747cf852aaa8280ffa681bb7bcd67a5492196bf6e92d9cb1b8e03e51dd645a3a5e36727136edd3e7bc78b57ad352744e17fe62c8a70159898106e6","train","esgotamento da política de integração regional","2025-09-17T17:18:48.815772Z"
130,"1","2025-09-17T17:18:58.132482Z","Ciências da Natureza",131,"Conceitual",4.624,"TEXTO DE REFERÊNCIA: O uso de turbinas a gás pode contribuir para o aumento das emissões de gases de efeito estufa nos casos em que a energia térmica utilizada para realizar trabalho provenha da queima de combustíveis fósseis. A última etapa desse ciclo de obtenção de energia útil consiste em expelir os gases da combustão para o ambiente externo. Durante o funcionamento de uma dessas turbinas, percebeu‑se um aumento da eficiência durante todo o ciclo, que pode ser considerado aproximadamente um ciclo de Carnot.

Considerando o texto de referência acima, o ganho de eficiência ocorreu devido a um(a) ______?","4889a57c617fff1acca4443621454c65350b554cc73bc6dd33d1bf34c5dd442e828ca69fe6589683a7f870b94a0432ef304a0047dfa43dfb88bd43ca26ef555b","train","resfriamento da fonte fria","2025-09-17T17:18:58.132496Z"
131,"1","2025-09-17T17:19:04.423272Z","Matemática",132,"Procedimental",5.291,"TEXTO DE REFERÊNCIA: O cálculo da depreciação anual (Dp) de um veículo leva em consideração três fatores básicos: o custo de aquisição (Cv), o valor residual (Vr) e os seus anos de vida útil (t), que se relacionam segundo a expressão: Dp = (Cv - Vr) / t. De acordo com a Receita Federal do Brasil, automóveis destinados ao transporte de passageiros têm o valor residual igual a 20% do custo de aquisição do veículo e um tempo de vida útil de 5 anos. Nesse caso, um automóvel que custou R$ 82 000,00 sofrerá uma desvalorização mensal, em real, de, aproximadamente, qual é o valor da desvalorização mensal (em reais)?","8969ada54c2ff40e9102fccb1850df8151021a68f9c898e3794d64e8700ace786ecb0a81158f3a6b1c3c6d478e02835f5b302c3609e102fa1a6c9a4a2604bbf0","train","1 093,00","2025-09-17T17:19:04.423290Z"
132,"1","2025-09-17T17:19:13.447047Z","Ciências da Natureza",133,"Conceitual",8.144,"TEXTO DE REFERÊNCIA: Os biopolímeros são polímeros ou copolímeros produzidos a partir de matérias‑primas de fontes renováveis, que são assim conhecidas por possuírem um ciclo de vida mais curto comparado com fontes fósseis como o petróleo. Alguns fatores ambientais e socioeconômicos que estão relacionados ao crescente interesse pelos biopolímeros são: os grandes impactos ambientais causados pelos processos de extração e refino utilizados para produção dos polímeros provenientes do petróleo, a escassez do petróleo e aumento do seu preço. Outro fator preponderante é a não biodegradabilidade da grande maioria dos polímeros produzidos a partir do petróleo.

Qual ganho socioeconômico resulta do investimento na produção em larga escala de biopolímeros?","677893621b297577541fd80398e7f496ac85bbf7dc616a7d54bf2a966bef613c538f87bb3813994b3735afd83931344348685ea0f1f8cba1a6dd5dd22eb1ae50","train","Diminui a quantidade de resíduos sólidos no ambiente, reduzindo os prejuízos financeiros associados à poluição.","2025-09-17T17:19:13.447069Z"
133,"1","2025-09-17T17:19:18.955956Z","Ciências Humanas",134,"Conceitual",6.324,"TEXTO DE REFERÊNCIA: “Sócrates finge a ignorância e a imprudência. “Ele passa seu tempo”, diz Alcebíades, “a se fazer de ingênuo e infantil com as pessoas”. Seu ar ignorante é a “exterioridade com a qual ele se cobre”.

(Pierre Hadot. *Exercícios Espirituais e Filosofia Antiga*)

Com base no texto acima, qual é o conceito socrático ao qual ele se refere?","089ba8cc83cc594108863f6cbb755cf5a84b672139affd1cbf36b7f5acd0e5ac6c72b3325d999ca6a0152f1ea0c903bac3a94f006dd586ab396b1c43aca5a89d","train","Ironia","2025-09-17T17:19:24.492661Z"
134,"1","2025-09-17T17:19:36.278464Z","Linguagens e Códigos",135,"Conceitual",10.924,"TEXTO DE REFERÊNCIA: Algumas das aplicações da Inteligência Artificial (IA) no campo, presentes ou futuras, são relativamente conhecidas, como as previsões meteorológicas cada vez mais focadas e precisas ou os vários projetos de veículos agrícolas automatizados. Mas essa, por assim dizer, é a ponta do iceberg. Os maiores ganhos potenciais em eficiência e sustentabilidade estão atrelados ao uso da IA no monitoramento do solo e da irrigação. A lavoura é uma das principais consumidoras de água do País. De acordo com a Agência Nacional de Águas (ANA), nossas propriedades rurais retiram dos rios cerca de 32 trilhões de litros para irrigação em um ano, o que corresponde a quase 50% da água consumida no Brasil.

[...] A maior parte da nossa agricultura não conta com sistemas de irrigação e depende, portanto, do regime de chuvas. Logo, qualquer implemento que torne o consumo de água mais eficiente é bem‑vindo, especialmente em um cenário de escassez crescente desse recurso natural diante do quadro de mudanças climáticas.

Qual é a principal ideia defendida no artigo de opinião?","58c24c6eb9d85fc4900b1f3cd8edf35ab8aa98cfa148ef51e66f41818c14d9f9123c466a9eb1239394854d16d0f430a53536b35109f58680a02c331e349b73fb","train","O uso da IA para monitoramento do solo e da irrigação é benéfico ao setor agrícola.","2025-09-17T17:19:36.278479Z"
135,"1","2025-09-17T17:19:42.042691Z","Ciências da Natureza",136,"Conceitual",4.782,"TEXTO DE REFERÊNCIA: O tenessino (Ts) foi descoberto em 2010, num trabalho conjunto entre cientistas russos e americanos. Porém, apenas no ano de 2015, sua descoberta foi oficialmente confirmada. O trabalho dos cientistas foi conduzido em um acelerador de partículas, onde um alvo contendo uma amostra de berquélio-249 foi bombardeado por partículas de cálcio-48, resultando no seguinte processo de fusão:

249
97

Bk → 4820 Ca → 294117 Ts → 3X

No entanto, como o tenessino não ocorre naturalmente e pouquíssimos átomos dele foram sintetizados, seu uso está relacionado apenas à pesquisa científica.

Qual é a espécie X formada no processo de fusão descrito?","daa5d58e1623969514441b9639c9796d917fc45f46545e8bb06228219b1d92772e9d08a050fcdfbd3b29625ee64f5bb46c6369112f5b860a49f8e6d9620a07af","train","nêutron","2025-09-17T17:19:42.042704Z"
136,"1","2025-09-17T17:20:01.264318Z","Linguagens e Códigos",137,"Conceitual",18.226,"TEXTO DE REFERÊNCIA: A Agência Nacional de Vigilância Sanitária (Anvisa) define como automedicação a prática de utilizar medicamentos por conta própria ou por indicação de terceiros. E a prática é mais comum do que se imagina: a Organização Mundial da Saúde (OMS) estima que mais da metade dos medicamentos sejam prescritos, dispensados ou vendidos de forma inadequada. Como se não bastasse, metade dos indivíduos os utiliza incorretamente.

No Brasil, os dados são ainda mais alarmantes. Estudo conduzido pelo Instituto Datafolha a pedido do Conselho Federal de Farmácia (CFF) apontou que cerca de 80% das pessoas que vivem no país têm o hábito de se automedicar – 25% delas fazem uso de medicamentos por conta própria diariamente ou pelo menos uma vez por semana. Uma rotina perigosa. A definição do tratamento é individual e leva em conta uma infinidade de aspectos inerentes a cada pessoa. O medicamento que apresenta determinado efeito em um indivíduo dificilmente terá comportamento idêntico em outro, se ministrado na mesma quantidade e frequência. Por isso a importância de ouvir sempre um especialista – mais do que definir a abordagem inicial, ele deve acompanhar o tratamento para ajustar dosagens ou mesmo substituir medicamentos se for o caso.

Disponível em: <https://gauchazh.clicrbs.com.br>. Acesso em: 1 mar. 2023.

ENUNCIADO: O artigo de opinião, a fim de defender sua tese acerca da prática de automedicação, utiliza como estratégia argumentativa a","b54ffcf7b8fd4cd69ddb08d2c2f78f289eace47c72d8832a8aada0265cbf687fc75cd4f3b3b7364d088610205470f806e69ebd2d0494331c22473edc48709921","train","apresentação de dados que confirmam esse hábito.","2025-09-17T17:20:01.264335Z"
137,"1","2025-09-17T17:20:06.839143Z","Ciências da Natureza",138,"Análise de Exemplo",4.63,"TEXTO DE REFERÊNCIA: Qual a influência da tecnologia no esporte?
Modalidades esportivas como o vôlei, o futebol, a natação, a esgrima, o atletismo e outros já se beneficiam do uso de inovações tecnológicas.
As principais tecnologias responsáveis por esses avanços são:
Nanotecnologia: envolve a fabricação de tecidos com nanopartículas, que se enrijecem em caso de impacto, a fim de proteger o atleta de lesões;
Biomecânica: bastante difundida na natação, monitora as braçadas e saltos dos atletas.
Olho de falcão: usado nas quadras de tênis, essa tecnologia representa um sistema de câmeras de monitoramento, capazes de identificar a bola de qualquer ângulo após seu lançamento.
TIC (Tecnologia de Comunicação e Informação): inteligência artificial usada em jogos diferentes para ajudar o treinador a identificar os pontos fortes e fracos de seus atletas.

Disponível em: <www.master.org.br>. Acesso em: 13 jun. 2023. (Adaptado)

Com base nesse texto, a nanotecnologia é responsável por","f142861f2d15fa109f8e85fde7a03e91490ea8874c92c50e78fbed76af66f9ed239c562a31e7362428d5b0c2ac36a0d26584aa0caa0878d3ef8127e5cd784c0a","train","fabricar tecidos com nanopartículas para proteger o atleta de lesões","2025-09-17T17:20:06.839156Z"
138,"1","2025-09-17T17:20:11.786153Z","Ciências Humanas",139,"Análise de Exemplo",3.991,"TEXTO DE REFERÊNCIA:

TEXTO I:
Depois de enfrentar problemas com o desabastecimento de alimentos e bebidas, que esvaziaram as prateleiras de vários supermercados, além da alta dos preços e da interrupção de vendas de produtos de fast‑food, os britânicos agora fazem fila para abastecer seus carros, temendo a escassez de gasolina. O principal nó na logística de fornecimento de produtos no Reino Unido, atualmente, é a escassez de motoristas de caminhão, atividade essencial na distribuição de bens de consumo pelo país.

Disponível em: <https://exame.com>. Acesso em: 25 nov. 2021 (Adaptação).

TEXTO II:
De acordo com associações do setor de transporte, o Brexit (saída do Reino Unido da União Europeia) foi uma das razões pelas quais muitos motoristas com cidadania europeia regressaram aos seus países de origem ou decidiram trabalhar em outro lugar. A burocracia na fronteira imposta após o Brexit tornou muito difícil para a maioria deles entrar e sair do Reino Unido. Conforme foi sinalizado, os motoristas são pagos por quilometragem, e não por hora, e, portanto, atrasos custam dinheiro a eles.

Disponível em: <www.bbc.com>. Acesso em: 9 dez. 2021 (Adaptação).

Com base nos textos acima, qual foi a consequência do Brexit que contribuiu para a crise de abastecimento no Reino Unido?

","df89709c3cc6e1b6f0b594383f4be274be6d4ae81cb72bb4fbc7d4dd72a5c64b2ae5e83983147e5d8f72ef13614579f632dde1198987986f55e6e928e449ddc0","train","imposição de barreiras alfandegárias","2025-09-17T17:20:11.786172Z"
139,"1","2025-09-17T17:20:20.176869Z","Ciências da Natureza",140,"Comparativo",7.491,"TEXTO DE REFERÊNCIA: Aletas são estruturas estendidas fixadas em alguma superfície de alta temperatura, visando aumentar a área de transferência de calor e, consequentemente, a taxa de dissipação de calor dessa superfície. A transferência de calor entre a superfície e o fluido é diretamente proporcional à diferença de temperatura entre ambos.

A tabela apresenta os valores de propriedades térmicas de alguns metais.

| Propriedades                     | Aço   | Zinco | Cobre | Níquel | Alumínio |
|----------------------------------|-------|-------|-------|--------|----------|
| Calor específico (J/kg·K)       | 434   | 389   | 385   | 444    | 903      |
| Condutividade térmica (W/m·K)    | 61    | 116   | 401   | 91     | 237      |
| Coeficiente de dilatação (K^-1)  | 1,1·10^-5 | 2,6·10^-5 | 1,7·10^-5 | 1,3·10^-5 | 2,2·10^-5 |

Qual metal, dentre os listados na tabela, deve ser escolhido para as aletas a fim de maximizar a taxa de dissipação de calor?","0414ebcc52f8bb66c9a850bccee6dfcaf58e7ec3bd810f48ad21ce9f8a1e7bf98773e6d0f74a9ce76e8a96d9430b992d50aeb3e305ba1f55444d18924b7589da","train","cobre","2025-09-17T17:20:20.176880Z"
